,id,prolificID,jspsychID,time_elapse,stim1,stim2,Q0,Q1,Q2,Q3,Q0_rt,Q1_rt,Q2_rt,Q3_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,date,completion,compelete_time,condition,num_movesQ0,QQ0,num_movesQ1,QQ1,num_movesQ2,QQ2,num_movesQ3,QQ3
66,81,5c42457e848dbb000157f052,3h2gcoulkylnu6e,57482.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[24],[32],"[36, 73, 67]",[72],[20715],[26371],"[31219, 33335, 33789]",[37196],1,1,1,"what was going on, what the 2 balls were doing.",,80,2021-12-13 14:36:19.605096,1,,animate_rational,1,24,1,32,3,67,1,72
67,84,5c3d5129a9bfb4000168e299,pkmz1wxf1faehs0,51968.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[76],[35],[100],[100],[19106.60000014305],[30268.5],[33482],[35138.10000014305],1,1,1,"While green could have stopped it, there isn't a guarantee that pink was going to stop, or that green would have either",fun,82,2021-12-13 14:37:34.620743,1,,animate_rational,1,76,1,35,1,100,1,100
68,85,570570eb61ab6a0010d484d0,p54n3vz32q8drnu,168689.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[69],[0],[100],[90],[55981.80000001192],[74568.30000001192],[80281.40000003576],[134823.30000001192],1,1,1,Just watched the movement of the balls,,77,2021-12-13 14:35:58.505643,1,,animate_rational,1,69,1,0,1,100,1,90
69,86,5f2ee033cae8722962262c5b,uhsudxxw17o2v1p,66277.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[44],"[50, 52, 44, 44, 53, 37, 53]",[67],[57],[37809],"[15614, 26401, 27248, 27550, 30297, 31717.000000000007, 38935]",[17390],[21244],1,1,1,,,78,2021-12-13 14:36:09.415369,1,,animate_rational,1,44,7,53,1,67,1,57
70,88,572f897aad13160009008979,f9m56xgpu4pqhmc,73578.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[100],[82],[21423.80000001192],[31561],[37761.80000001192],[45026.69999998808],1,1,1,Just what I saw,nothing,86,2021-12-13 14:38:04.575010,1,,animate_rational,1,0,1,100,1,100,1,82
71,89,609867b0b776ee0e3d256324,l0vb9ths5nr3pzj,62659.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[100],[100],[25386.79999999702],[30826],[35139.09999999404],[39428.79999999702],1,1,1,The actual content of the videos,,89,2021-12-13 14:38:18.624403,1,,animate_rational,1,0,1,100,1,100,1,100
72,90,5eda4bab334f1b629cbc89db,5dgbkduzf2pzrvw,42990.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[3],[3],[80],[74],[15153.000000000004],[19517],[23817],[27298],1,1,1,The tower falling and what caused it to fall,,88,2021-12-13 14:38:11.856287,1,,animate_rational,1,3,1,3,1,80,1,74
73,92,61724f7168d0cd347091814d,rgfwk0fda4rxkml,110940.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[65],[100],[61],[65],[20803.399999976158],[27704.19999998808],[32729.59999999404],[36564.09999999404],1,1,1,that green was the protector.,,84,2021-12-13 14:37:46.615419,1,,animate_rational,1,65,1,100,1,61,1,65
74,93,5f0dcffd6174720907882f5e,2nfg1v7k6512kvy,62342.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[0, 16]",[0],[75],[29],"[20543, 26935.5]",[39777],[44825.5],[48505.90000009537],1,1,1,"The speed of pink was slowing down but I still feel it would of hit the tower anyway.  If the blocks were light, it would of fallen regardless, if they were heavy, they MAY have survived the light tap",,95,2021-12-13 14:38:40.413400,1,,animate_rational,2,16,1,0,1,75,1,29
75,94,572d2656109ab6000f514e48,0trttyyyzg2es0c,65139.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[100],[0],[28442.30000001192],[31826.200000047684],[38897],[42459],1,1,1,"I watched how each ball acted, and answered according to my own theory of what would have occurred with or without each ball, and if each ball would have influenced the outcome","No problems, technical problems or otherwise. Good luck on your experiment!",93,2021-12-13 14:38:34.926548,1,,animate_rational,1,0,1,100,1,100,1,0
76,95,54ccac0dfdf99b3a7712573d,lj8y0bjz9bd0mu8,91346.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[11],[55],[4],[77],[38901.09999999404],[48528.89999999106],[53621.59999999404],[58477.5],1,1,1,the speed involved,"no issues, it was fun",91,2021-12-13 14:38:27.051648,1,,animate_rational,1,11,1,55,1,4,1,77
77,96,6172f9bf1c90302309a07d38,9jlcook6sf54xvb,76474.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[72],[100],[67],[85],[28667.5],[33091.90000000596],[46813.80000001192],[51753.80000001192],1,1,1,I tried to simulate in my mind what would happen if the green ball wasn't there or if it moved a different way.,,96,2021-12-13 14:38:45.186534,1,,animate_rational,1,72,1,100,1,67,1,85
78,97,5b44292f99da270001bd3f53,a37hpm9wknw8qoa,152470.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[76],[76],[27323],[33290],[40219],[44626],1,1,1,I judged the video based on green trying to protect the tower.,,83,2021-12-13 14:37:35.975282,1,,animate_rational,1,0,1,100,1,76,1,76
79,98,5dad865e32175a0014451b20,ns639ljdaexv47s,46812.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[39],[39],[59],[39],[17429],[21475],[24474],[32179],1,1,1,Speed and trajectory of the balls.,"A ball is an inanimate object, even when moving, so describing it as 'animate' is nonsensical.",85,2021-12-13 14:37:59.733017,1,,animate_rational,1,39,1,39,1,59,1,39
80,101,60509daef8b0b75f7777da23,btep7sfo27fo732,81291.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[9, 0]","[0, 9, 6, 0]",[100],[100],"[26660.19999998808, 28063.900000035763]","[35036.10000002384, 38661, 39549.80000001192, 45704.90000003576]",[44098.10000002384],[57856],1,1,1,Logical thinking,,99,2021-12-13 14:39:16.410120,1,,animate_rational,2,0,4,0,1,100,1,100
81,102,5e2d51e29247f434c01906a3,hzltrjgf2b1lgm3,62413.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[71, 29]",[79],[72],[75],"[27001, 37079.300000190735]",[38063.800000190735],[41727.5],[45808.199999809265],1,1,1,Just based on the movement and actions of the two objects.,N/A,102,2021-12-13 14:39:43.703988,1,,animate_rational,2,29,1,79,1,72,1,75
82,103,5d7c49ec90d1320001d7cbc7,ts3v8f80katpvhj,68962.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[81],"[87, 94]",[20680.80000000447],[24265.10000000149],[38410.80000000447],"[42369.80000000447, 48610.70000000298]",1,1,1,"I chose that green could have prevented the tower from falling because green could have impacted pink on an angle, causing it to shoot off in a different direction. I think that's really the only factor I considered. I also chose that they were animate objects because they had objectives and seemingly acted on their own.","Everything worked smoothly, thanks!",101,2021-12-13 14:39:40.772549,1,,animate_rational,1,0,1,100,1,81,2,94
83,104,5d192aef6be726001a39d2f3,de4wty33z9lnnls,81620.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[6],[16],[69],[19],[27971.80000001192],[33859.90000000596],[42163.70000001788],[53779.80000001192],1,1,1,Simply by remembering the events portrayed on the videos,I had no problems of any kind ( Idid watch both videos twice),100,2021-12-13 14:39:28.434562,1,,animate_rational,1,6,1,16,1,69,1,19
84,105,5e6003da868950348ea8cdec,ghyf3mj4ktemr3f,149150.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[61],[83],[92],[26],[44595.89999985695],[49796.199999809265],[57404.199999809265],[62740],1,1,1,Velocity of pink/green,"The only thing i would mention, is the study didn't quite fit into my laptop screen, but it worked out ok.",97,2021-12-13 14:39:09.651287,1,,animate_rational,1,61,1,83,1,92,1,26
85,106,5edd4c9516627fa5965e746e,ld43dzffel8yjuc,112237.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[17],[15],[84],[16],[40373.39999985695],[50828.89999985695],[60099],[66258.79999995232],1,1,1,Both seemed to be responsible for the destruction of the tower especially green who should have protected it,No,103,2021-12-13 14:39:55.517154,1,,animate_rational,1,17,1,15,1,84,1,16
86,107,5d9936b6d3e4fe035f4f8e63,nv4vehdvtnhp4dp,46271.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[100],"[28, 0]",[17208],[19064],[21102],"[24027, 25521]",1,1,1,That green wanted to protect his tower,No,92,2021-12-13 14:38:32.597871,1,,animate_rational,1,0,1,100,1,100,2,0
87,108,60bd24763d198483bf34a453,rweumqprw1d0oru,197062.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[34, 26, 24]","[32, 69, 95]","[50, 77]","[50, 77]","[33286.40000000002, 59955, 66738]","[57533.90000000002, 62257.09999999998, 64750.20000000007]","[73954.80000000005, 76641.40000000002]","[83089, 85520.90000000002]",1,1,1,i checked to see from which angle green would stop pink from destroying the tower,,98,2021-12-13 14:39:14.038758,1,,animate_rational,3,24,3,95,2,77,2,77
88,109,5b83093a3c137500019982b6,c53yo1e7tqkc5qx,79017.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[0, 100]",[100],[100],"[64, 100, 74]","[28011.399999976158, 50624.299999952316]",[31703.299999952316],[37203.5],"[40675.09999990463, 57974.39999997616, 60714.39999997616]",1,1,1,I used all the information that was given to me and made what I think to be a rational observation about the events... I may or may not have used past experience to draw different conclusions to help with creating my judgement,"nope, all was and seemed well",106,2021-12-13 14:41:27.890267,1,,animate_rational,2,100,1,100,1,100,3,74
89,110,6020817e6706506bebee2f8a,ooz8t16umqtly3j,79446.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],[100],"[50, 50]",[30024.699999999953],[34910.90000000014],[40504.40000000014],"[44342.5, 45605.5]",1,1,1,Green is the protector of the tower whereas pink is invading/ harming the tower.,The study took almost 15 minutes to load.,64,2021-12-13 14:29:17.156469,1,,animate_rational,1,0,1,100,1,100,2,50
90,111,6156f128eb53eefc13f8df66,019twd8rveumfon,106744.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[25, 1]","[99, 99]",[1],[2],"[25375, 34782]","[31468, 36843]",[41942],[76063.00000000001],1,1,1,,,107,2021-12-13 14:45:07.392934,1,,animate_rational,2,1,2,99,1,1,1,2
91,112,5d5ab9dac4866400012bcde2,akznbpmlp3h2401,638818.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[25],[25],"[44, 44, 42]",[50],[39243.200000047684],[48714.89999997616],"[53143, 62374.700000047684, 63371.300000071526]",[64326.89999997616],1,1,1,facts and what I saw,,81,2021-12-13 14:36:48.182227,1,,animate_rational,1,25,1,25,3,42,1,50
92,113,603f6ea3c439b514c173633d,bwgyxc3megrep3x,60648.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[100],"[10, 75]",[0],[100],[21886.70000001788],"[31342.5, 33059.40000000596]",[36933.5],[40988.40000000596],1,1,1,that the pink ball stopped and green hit it,it was great task,105,2021-12-13 14:40:33.110330,1,,animate_rational,1,100,2,75,1,0,1,100
93,114,61251ca171a6f3818ec381d7,qa8bsnnsws36bwa,45988.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[1],[9],[71],[30],[20119],[24453.000000000007],[27576],[32929],1,1,1,Which ball hit the tower ,,108,2021-12-13 15:15:30.695647,1,,animate_rational,1,1,1,9,1,71,1,30
94,115,5e869a2ada38292db0605de5,pu9xpkepy1ym0le,82510.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[82],[83],[100],"[100, 88]",[32150.904999987688],[38695.23999997182],[46960.02499997849],"[51192.934999999125, 52736.669999954756]",1,1,1,"I considered the capacity of pink and green to show restraint and constructiveness from the first video, as well as the destructive actions shown in the second video. They were not helpless, the had the ability to stop themselves or change course, as well as the ability to perceive their surroundings and plan (all evidenced in the first video). Therefore, green had recourse besides violently colliding with pink- and importantly, pink may have chosen to stop or change course but never was given the chance by green who ultimately ensured the worst-case outcome by their intervention. ","It was unclear to me if we were allowed to consider the first video in our evaluation. I assumed yes, because it was shown and we were not instructed otherwise. Additionally, I'd love to do more studies like this. I found the animation was cute, though I can't really defend that opinion. Please invite me to further studies of your cute animation ",109,2021-12-13 15:15:35.421442,1,,animate_rational,1,82,1,83,1,100,2,88
95,116,5b0881a82e75960001b8b505,h6v8m3pv7cwrg7d,80444.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[77, 71]","[100, 79]",[100],[50],"[29028.300000000745, 48982.5]","[32114.5, 55949.10000000149]",[41532.400000002235],[45497.800000000745],1,1,1,"In clip 2, green and pink behaved like ordinary balls in motion without obstacles (until the tower), so I considered them as inanimate objects and not like they were in clip 1.",,110,2021-12-13 15:15:46.796758,1,,animate_rational,2,71,2,79,1,100,1,50
96,117,5bc9e924e642db0001d3a1c5,4w8a9g6ut2jrndo,70638.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,[0],[100],"[0, 52, 51]","[0, 53, 51]",[17241],[19020],"[23443, 40752, 43105]","[26469, 39095, 42239]",1,1,1,i thought that the green ball could have hit and misdriected the pink one in oreder to protect the tower.,nothing to add,112,2021-12-13 15:16:12.714277,1,,animate_rational,1,0,1,100,3,51,3,51
97,118,5f86e6019a0cbc03afd4ac20,ozq7g8nfv0dq89c,127578.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim2.mp4,"[0, 36, 65, 70, 78, 94]","[100, 67, 34, 30, 78, 14, 23, 21, 26]","[85, 84, 78, 78, 90]","[95, 92, 90]","[18408.599999964237, 53983, 70776, 89509.79999995232, 96232.69999998808, 107021.69999998808]","[21210.399999976158, 51488.299999952316, 72273, 90783.59999996424, 94743.89999997616, 101049.79999995232, 108272.59999996424, 109407.5, 112899.69999998808]","[26523.599999964237, 28040.399999976158, 31694.099999964237, 79469.89999997616, 84856.69999998808]","[30432.599999964237, 83852, 87306.89999997616]",1,1,1,Identify which ball was ultimately at fault,,111,2021-12-13 15:15:47.089079,1,,animate_rational,6,94,9,26,5,90,3,90
98,119,5f345b72710476368f1bc455,hq4s814sr8gccbq,36764.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[78],[74],[97],[100],[16064.40000000596],[18694.90000000596],[21097.90000000596],[22452.90000000596],1,1,1,Who was at fault and who shouldve protected the tower,no,113,2021-12-13 15:43:28.300094,1,,animate_moral,1,78,1,74,1,97,1,100
99,120,613e2936fdb212342daee195,p5ebyzsjv35dzwd,49515.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[9],[10],[47],[13],[16600.999999999996],[20960],[28195],[32086.000000000007],1,1,1,Both balls were in the path of the tower ,,114,2021-12-13 15:44:30.540106,1,,animate_moral,1,9,1,10,1,47,1,13
100,123,5f61ba7cfdaccd165da6985b,o40nmbg2kkxzm1z,83588.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[8],[10],[80],[80],[24877.5],[34572.299999952316],[40217.89999997616],[43710],1,1,1,The velocity and direction of both pink and green balls influenced my decisions.,No difficulties.,118,2021-12-13 15:46:40.026943,1,,animate_moral,1,8,1,10,1,80,1,80
101,124,5f9d4a6a428ebf253767a1b3,01qgqn2cgj6d0ck,88671.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[71],[35],[66],[51],[27451.79999999702],[35899.89999999851],[40245],[49331.60000000149],1,1,1,Ball speed,,117,2021-12-13 15:46:36.068673,1,,animate_moral,1,71,1,35,1,66,1,51
102,125,6108ba04ebaf050fcba81719,wku1fg41g6y9rl9,35384.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[100],[100],[100],[15382],[17426],[19197],[20737],1,1,1,"The pink ball was supposed to protect the tower but instead it pushed the green ball into the tower, causing the tower to crumble. If neither ball had been there, the tower would still stand and if the pink ball had gone in a different direction, the tower would still be standing.",No technical difficulties. I did not find the questions confusing.,116,2021-12-13 15:46:25.599959,1,,animate_moral,1,100,1,100,1,100,1,100
103,126,6147539b00c6232dc29b5f4e,xp301yrr4qka8ev,53820.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[86],[21],[85],[82],[17965],[22460],[24731.100000023842],[26960.80000001192],1,1,1,Who hit the tower and why ,No difficulties,119,2021-12-13 15:48:12.574528,1,,animate_moral,1,86,1,21,1,85,1,82
104,127,60fd40ec68ad5cc39b5c5dd6,m7j26uq5oz9oaye,49705.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[43],[69],[70],[46],[20278],[24399],[26999],[30644],1,1,1,the movement of both balls and the fact that the pink one was behind the green ball,"no, I didn't find any aspects strange or confusing, I thought it was quite straightforward",120,2021-12-13 15:48:24.633618,1,,animate_moral,1,43,1,69,1,70,1,46
105,128,5eeadfc8f9a5a9206e2a5841,6ju13k9nr6ujd7w,128428.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[61],"[35, 30]","[38, 68]",[69],[27642.30000001192],"[32655.40000000596, 33384.70000001788]","[35778.5, 37603.70000001788]",[40099.80000001192],1,1,1,I considered the fact that pink hit the back of green and green may have actually intended to move to the side of the tower if not for the push.,Not really.,122,2021-12-13 15:48:45.866549,1,,animate_moral,1,61,2,30,2,68,1,69
106,129,5f5aac0291f8b61a084d1bd6,agwxlerzb16ks9r,65954.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[50],[50],[67],[67],[30459],[34234],[39170],[42418],1,1,1,the chances that green would have continued on its line without pink bumping,it was odd because balls are not generally personified -  pink protects the tower.,125,2021-12-13 15:49:52.148179,1,,animate_moral,1,50,1,50,1,67,1,67
107,130,5f51928b9cd7773e67c1f84a,p8r71sl0u86tpwg,158522.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[68],[10],"[4, 95, 100]","[4, 100]",[39520.30000001192],[57307.30000001192],"[74163.10000002384, 125651.5, 129779.60000002384]","[91746.19999998808, 131074.60000002384]",1,1,1,"It seemed like green would have slowed enough to prevent the tower from collapsing if pink hadn't hit it from behind, I expected pink to come from a different angle or be in a better position to protect the tower.",I wasn't sure if I should consider pink's strategy or just the physics involved.,124,2021-12-13 15:48:58.262287,1,,animate_moral,1,68,1,10,3,100,2,100
108,131,5fef10fbbf9ae41f48f739ee,uezgohmhroyxm6q,57971.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[0],[100],[20031.80000000028],[23802.100000000093],[38877.700000000186],[41496],1,1,1,i used the video as reference ,,126,2021-12-13 15:50:53.838605,1,,animate_moral,1,0,1,100,1,0,1,100
109,132,5cea26087afd86001a34a5db,n3thsu0rhnmn2o3,69523.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[25],[100],[61],[70],[22629.700000047684],[27229],[31878.5],[36067.299999952316],1,1,1,what I thought pink was trying to do,no,127,2021-12-13 15:50:54.566750,1,,animate_moral,1,25,1,100,1,61,1,70
110,134,5615f3a47ffc8a000f812714,02rqaev4apmj1gx,94308.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[71, 74, 78]","[0, 5]",[100],[87],"[37442.90000000596, 39074.70000000298, 65876.20000000298]","[50091.5, 52331.20000000298]",[61836.29999999702],[74781.79999999702],1,1,1,"Green appeared to be slowing down as it approached the tower; Pink smashing into it from behind caused it to accelerate into the tower. If Green hadn't been there, Pink would have crashed into the tower, instead.",,129,2021-12-13 15:51:55.106827,1,,animate_moral,3,78,2,5,1,100,1,87
111,135,5ff048ba60d5fbeed3859040,z3h250kk3r1mjku,111792.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[72],[100],[100],[100],[39487.40000009537],[48765.300000190735],[81836.30000019073],[88039.80000019073],1,1,1,physics,no difficulties,130,2021-12-13 15:52:08.813468,1,,animate_moral,1,72,1,100,1,100,1,100
112,136,60426ee0eea59612c23d9dea,y96rap182nyxhrn,53828.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[30],[37],[63],[82],[25981],[32144],[33961],[38006],1,1,1,The velocity of the balls,,135,2021-12-13 15:53:13.336593,1,,animate_moral,1,30,1,37,1,63,1,82
113,137,5f9ac3c5a7692c20da68b8e4,x0zgkn98d683emh,76372.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[68],[36],[81],[95],[29852.199999999255],[39556.199999999255],[48713.29999999702],[58865.099999997765],1,1,1,I saw the speed at which green was already going to determine whether it would have destroyed the tower anyway and considered whether if pink had moved differently the tower would not have fallen,I thought this task was easy to follow and did not experience any difficulties,133,2021-12-13 15:52:57.190917,1,,animate_moral,1,68,1,36,1,81,1,95
114,138,60619908bd113f7ba632ea4f,oxuld4bdgmd6y6w,61404.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[1],[61],[19575.299999952316],[28784.599999964237],[35653],[38404.59999996424],1,1,1,behaviour of balls,,138,2021-12-13 15:53:23.476039,1,,animate_moral,1,0,1,100,1,1,1,61
115,139,6169e42569630f4402fe9b3b,kwaz3b14vbty8xa,72239.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[64],[64],"[77, 87]",[20148.89999999851],[32125.60000000149],[36340.10000000149],"[39849.89999999851, 41209.29999999702]",1,1,1,What actions subsequent consequences resulted in the tower being destroyed.,It was straightforward.,136,2021-12-13 15:53:14.749912,1,,animate_moral,1,100,1,64,1,64,2,87
116,140,6159ef42f31dec16bafb4fcd,5ehlu04x8gqqrt9,72044.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[18],[85],[100],[75],[18423.900000000373],[21821.5],[24996.199999999255],[27737.5],1,1,1,I just did whatever this told me to do basically.,Nothing confusing. It was all simple.,137,2021-12-13 15:53:18.367960,1,,animate_moral,1,18,1,85,1,100,1,75
117,141,5c630bf6787ee80001ffb964,8fr144d0of1tl8n,96609.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[20],[20],[79],[20],[27094],[37534],[46959],[53590],1,1,1,I just followed the balls and noticed what they were doing,No difficulties,132,2021-12-13 15:52:50.296818,1,,animate_moral,1,20,1,20,1,79,1,20
118,142,56ab293010b7790005cb555d,ns7po0g34kxkw5w,77801.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[87],[2],[64],[76],[26310.69999998808],[29839.5],[37672.19999998808],[40865.80000001192],1,1,1,The way and speed that the balls were moving,No technical issues. Nothing strange!,134,2021-12-13 15:53:10.922015,1,,animate_moral,1,87,1,2,1,64,1,76
119,143,5c0fe0a90ffbc700019620f1,zz4mbw416j9kf4f,83905.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[60],[37],[84],"[38, 36, 38]",[35708.699999999255],[37307.599999997765],[39622.5],"[43930.599999997765, 45230.199999999255, 46663.099999997765]",1,1,1,"Watched them a few times and got the answer wrong the first time (I chose inanimate), so I watched the second video a few more times. It did change my answers slightly.",,128,2021-12-13 15:51:38.348338,1,,animate_moral,1,60,1,37,1,84,3,38
120,144,5be7f39733f40a00010310e2,7l5gopbqslzl5v3,56486.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[100],"[50, 50]",[17274],[30931],[34583],"[40176, 41094]",1,1,1,The instructions,,141,2021-12-13 15:53:53.970502,1,,animate_moral,1,0,1,0,1,100,2,50
121,145,60304fde9070c1ec23a04af7,vauonjnl6oum4jd,63893.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[7],[24],[59],[59],[30565],[33979],[36996],[44598],1,1,1,"Speed of movement for both pink and green, presuming they were both moving at top speed and had inertia preventing them from moving elsewise.",,143,2021-12-13 15:54:49.411597,1,,animate_moral,1,7,1,24,1,59,1,59
122,146,5dbe90f8965e863667a79ca8,9w2enfbzdgxotkz,86180.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[98],[6],[97],[100],[21995.299999999814],[42633.89999999991],[49531.89999999991],[58176],1,1,1,"The movement of each ball, the information which was also given in the text as well as the final result of the clip",,142,2021-12-13 15:54:30.930142,1,,animate_moral,1,98,1,6,1,97,1,100
123,147,58d3c97d42648b0001f21cc4,7bfcr3nmnmx9cyc,147349.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[94],[89],[82],[40878.900000002235],[53431.300000000745],[57879.400000002235],[61415.300000000745],1,1,1,i fcus on how good pink was monitoring green and helping,,140,2021-12-13 15:53:25.155869,1,,animate_moral,1,100,1,94,1,89,1,82
124,148,5b0d0beed282ff00015b9972,lz22deljt9m4nmz,63252.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[83, 86, 88]",[22],[82],[86],"[18451.69999998808, 19952.30000001192, 20625.5]",[22764],[25038.599999964237],[27245.80000001192],1,1,1,I based my decisions based on the animation and what seemed to cause the tower to fall or stay up.,,146,2021-12-13 15:55:28.861296,1,,animate_moral,3,88,1,22,1,82,1,86
125,151,60ba0dedccff8482dad29857,n80rmua4fdtbf5s,120615.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[30],[30],[67],[28],[52147.10000000056],[60698.5],[78399.30000000075],[87658.90000000037],1,1,1,information told about pink balls responsibilty,interesting task,144,2021-12-13 15:55:24.554632,1,,animate_moral,1,30,1,30,1,67,1,28
126,152,61035836646fb6ee2152f950,4h68r6e1jepna4y,65377.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[4],[8],[100],[100],[30683.900000035763],[39441.90000003576],[47090.19999998808],[50162.30000001192],1,1,1,"The text prompts, and the movements on the screen.",,158,2021-12-13 15:57:09.888975,1,,animate_moral,1,4,1,8,1,100,1,100
127,153,57daa4ae13345400011701e1,3z5gy0zcfq1mj8c,40671.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[31],[96],[84],[68],[16776],[20100],[22904],[25329],1,1,1,what was happening on screen,no,161,2021-12-13 15:57:35.320976,1,,animate_moral,1,31,1,96,1,84,1,68
128,154,60a633760a932c3b1150e376,g9nh7vx5q7do1kl,92292.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[25],[36],[72],[81],[27182],[32213],[37930],[41163.000000000015],1,1,1,I considered the speed and the direction ,no ,153,2021-12-13 15:56:45.166601,1,,animate_moral,1,25,1,36,1,72,1,81
129,158,60fd5ac7b32b85199260f069,1p7uxvo78lpubnv,39599.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[35],[60],[69],"[81, 76]",[15277.700000047684],[21011.600000023842],[23324.899999976158],"[24620, 27114]",1,1,1,"Since it was pink's job to protect the tower, I thought that green was the major issue and without green, pink would not have collided with the tower (since it was trying to stop green)","Was easy to follow, no technical difficulties",149,2021-12-13 15:55:59.298348,1,,animate_moral,1,35,1,60,1,69,2,76
130,159,5ede846106e3cc0ffc9f70d6,l0lgcydy49wk73y,44914.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[69],[17],[96],[100],[20368.300000000047],[23627],[26554.800000000047],[30287.900000000023],1,1,1,How careful pink was,all fine,167,2021-12-13 15:58:11.810493,1,,animate_moral,1,69,1,17,1,96,1,100
