,id,prolificID,jspsychID,time_elapse,cause_agent,cause_patient,cause_agent_rt,cause_patient_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,id,date,prolificID,jspsychID,completion,compelete_time,exp_cond
307,309,614e1f0d72b5f46d5946f4cf,51l69856jbbflpx,54298.0,[23],[82],[27975.100000023842],[31287.100000023842],1,1,1,"Speed of green ball and whether it could have stopped before colliding with the tower. Since the green ball was travelling so fast that it would have still collided regardless of the pink ball, the green ball was at fault.","The task was very clear, i faced 0 problems",321,321,2021-11-29 13:08:43.218933,614e1f0d72b5f46d5946f4cf,51l69856jbbflpx,1,,animate_moral
308,310,5c519ec789254700019f7934,blzf6dgbfb7aaz6,119200.0,[100],[13],[39604.59999990463],[46434],1,1,1,I watched closely and was able to see clearly that Pink pushed Green into the tower which caused it to fall.,No,316,316,2021-11-29 13:07:24.537055,5c519ec789254700019f7934,blzf6dgbfb7aaz6,1,,animate_moral
309,311,5ec4ae36faf405398617680d,1d5a49kg5v2pxrf,50819.0,[32],[67],[27386.70000000298],[28795.5],1,1,1,Whether green had enough distance to come to a stop before hitting the tower.,,324,324,2021-11-29 13:08:55.679923,5ec4ae36faf405398617680d,1d5a49kg5v2pxrf,1,,animate_moral
310,312,61070046ab7f0ed17a2f9590,0lmmyj1th2a6a8y,67744.0,[100],[3],[26925.800000071526],[33157.60000002384],1,1,1,"Pink should have protected the tower, but instead pushed green into it. Even if pink was pushed by a theoretical third ball offscreen, pink should have stayed at the tower. ","These text boxes are a bit small, so writing anything longer than a sentence is a bit of a hassle.",322,322,2021-11-29 13:08:50.113383,61070046ab7f0ed17a2f9590,0lmmyj1th2a6a8y,1,,animate_moral
312,314,597c6cdf21db3a0001418541,ob770rn6l09f4n2,48145.0,[100],[0],[14702],[21632],1,1,1,actions of pink,none,326,326,2021-11-29 13:09:16.473825,597c6cdf21db3a0001418541,ob770rn6l09f4n2,1,,animate_moral
313,315,5cfe3c8693f7170019939763,dlu4olrcapjx82m,69200.0,[82],[60],[23317.5],[28123.29999999999],1,1,1,Was the tower Green's. Did Pink protect it. Were Pink's action responsible for the fall.,,325,325,2021-11-29 13:09:14.325989,5cfe3c8693f7170019939763,dlu4olrcapjx82m,1,,animate_moral
315,317,5f702dfd68dfbf000da79ada,rqkva1y7qqmm7g6,99061.0,"[13, 83]","[82, 22]","[33750, 65476.39999997616]","[37789.5, 70248.29999995232]",1,1,1,Actual events based on the video,Not really,327,327,2021-11-29 13:09:17.792045,5f702dfd68dfbf000da79ada,rqkva1y7qqmm7g6,1,,animate_moral
316,318,5e0685ebb1f2220635807113,28twc428red16o3,51390.0,[100],"[45, 2]",[18227],"[21031, 26309]",1,1,1,,I considered which one impacted the tower first. The green one was trying to stop the pink one.,313,313,2021-11-29 13:07:12.959539,5e0685ebb1f2220635807113,28twc428red16o3,1,,animate_moral
318,320,5fc4ccad30dfe74aa285cafd,143xoa3eb80ogzv,49802.0,[89],[99],[13015],[15647.20000000007],1,1,1,Watching how pink and green ball behaving,No technical difficulties,323,323,2021-11-29 13:08:54.819006,5fc4ccad30dfe74aa285cafd,143xoa3eb80ogzv,1,,animate_moral
319,321,5e97049224933418f692908e,2orr8bfl26apjss,116833.0,[76],[69],[27960],[29309],1,1,1,With the two balls,,329,329,2021-11-29 13:10:23.525053,5e97049224933418f692908e,2orr8bfl26apjss,1,,animate_moral
320,322,5bb1cbfd83eb53000195e68e,p2jydccxaspnf40,68289.0,"[60, 73]","[73, 60]","[15511.200000047684, 25524.400000095367]","[20350.900000095367, 24845.300000071526]",1,1,1,the green ball is seemingly decelerating but pink pushed it forward,,330,330,2021-11-29 13:13:09.365216,5bb1cbfd83eb53000195e68e,p2jydccxaspnf40,1,,animate_moral
321,323,5b5a0ed1e56aea000118ad3a,w2ux22j6ldqtw87,39544.0,[60],[81],[16260.40000000596],[18427.20000001788],1,1,1,"The green ball hit the tower first, but the pink ball was chasing it and collided with it and it pushed it faster into the tower (although the green ball was heading in that direction and would have collided regardless*","No, all fine",331,331,2021-11-29 13:14:28.114838,5b5a0ed1e56aea000118ad3a,w2ux22j6ldqtw87,1,,animate_moral
324,326,5fc4cf9f3582c1977e3dc88c,3dkebnys95gnjta,27886.0,[96],"[61, 64, 69, 71, 75]",[11960.299999952316],"[12839.799999952316, 13459.599999904633, 13907.699999809265, 14219.699999809265, 14553.899999856949]",1,1,1,The actions of the balls,All ok,333,333,2021-11-29 13:16:11.297400,5fc4cf9f3582c1977e3dc88c,3dkebnys95gnjta,1,,animate_moral
325,327,6026e1c91fcd140c25ec6076,tsqg9u6o0nxxlfw,26494.0,[100],[0],[11700.29999999702],[14318.099999997765],1,1,1,The speed that the ball was travelling and whether green would have hit the tower if pink did not hit it,NA,299,299,2021-11-29 13:04:51.035133,6026e1c91fcd140c25ec6076,tsqg9u6o0nxxlfw,1,,animate_moral
326,328,60b7642b02fb4d20a882a53b,1e8gz17cmwm1o6q,341317.0,"[1, 1, 0, 0, 73]","[100, 50]","[18901, 19085, 19678, 19710, 47788]","[21982, 49557]",1,1,1,observing the movement of the balls and interaction.,no technical difficulties at all,332,332,2021-11-29 13:16:06.080628,60b7642b02fb4d20a882a53b,1e8gz17cmwm1o6q,1,,animate_moral
328,330,5fe2982ce9df3d693d46191e,5r2jyfote94y4xf,30667.0,[87],[14],[14381],[16693],1,1,1,I considered the premise presented about Green wanting to protect the tower,Nothing was strange or confusing,335,335,2021-11-29 13:48:48.355519,5fe2982ce9df3d693d46191e,5r2jyfote94y4xf,1,,animate_rational
329,331,5d893d535fd8a00001f7bd03,l0lbsug2ea1mdml,111085.0,"[72, 76, 77]","[37, 42, 40, 28]","[39578.699999928474, 70298.19999992847, 71634.10000002384]","[44610.199999928474, 51771, 54922, 68385.69999992847]",1,1,1,I made my judgement by re-watching the animation after reading the question. The factors in consideration were the state of pink's slower approach towards the tower prior to collision from green,No,336,336,2021-11-29 13:48:59.168717,5d893d535fd8a00001f7bd03,l0lbsug2ea1mdml,1,,animate_rational
331,333,5f64e552eab9ce01b8cec333,k2ph1wbxmdy9nz3,79422.0,"[56, 73, 84]","[57, 70, 66]","[36506.3450000016, 46617.7749999988, 51104.184999996505]","[47878.765000001295, 52275.91499999835, 54380.895000002056]",1,1,1,,,339,339,2021-11-29 13:50:20.402454,5f64e552eab9ce01b8cec333,k2ph1wbxmdy9nz3,1,,animate_rational
332,334,5e5a949fc33f5328e02e83bd,zm4t2174y46erow,56539.0,[72],[16],[14597],[42156],1,1,1,events leading up to the tower falling,nothing to report,338,338,2021-11-29 13:50:00.215203,5e5a949fc33f5328e02e83bd,zm4t2174y46erow,1,,animate_rational
334,336,5a8c553bb093f80001a812cf,clhwsyj5skrthoh,54300.0,[52],[100],[31741.79999999702],[33125.59999999404],1,1,1,"I considered who hit the tower, but also the fact that green inadvertently caused pink to hit the tower, despite the fact that pink probably would have hit it anyway. ",,342,342,2021-11-29 13:52:13.801043,5a8c553bb093f80001a812cf,clhwsyj5skrthoh,1,,animate_rational
335,337,60ff3f453a7507c2797c0d52,l0hlcg75e0nmuqa,65043.0,[63],[46],[29282.19999998808],[36717.30000001192],1,1,1,The info given and also the movement in the videos,"The last question was a little confusing, I don't understand what factors I should have considered",341,341,2021-11-29 13:52:08.531124,60ff3f453a7507c2797c0d52,l0hlcg75e0nmuqa,1,,animate_rational
336,338,61098602007b7931dc6e5f58,p9lglcvk29zk6eh,26951.0,[62],[60],[12946.699999988079],[14341.09999999404],1,1,1,"The speed of the balls, and their perceived patterns of motion. But also the protective role green was supposed to play, and how abrupt changes caused the accident",no,340,340,2021-11-29 13:52:04.515891,61098602007b7931dc6e5f58,p9lglcvk29zk6eh,1,,animate_rational
337,339,5e2b3d55ae52b7061a3844b9,skzlk8uuv8md3wl,45095.0,[0],[100],[15650.79999999702],[18030.29999999702],1,1,1,they were very simple questions that if you paid attention the answers were quite obvious,no i was fun,346,346,2021-11-29 13:53:19.570590,5e2b3d55ae52b7061a3844b9,skzlk8uuv8md3wl,1,,animate_rational
338,340,5c44769326217400018c493f,l3vw0eepbobborl,67338.0,[89],[69],[38031.30000001192],[41919.30000001192],1,1,1,Taking into consideration the movement of the balls,,349,349,2021-11-29 13:53:34.838311,5c44769326217400018c493f,l3vw0eepbobborl,1,,animate_rational
339,341,5ec41bf199fb2a11ffe8b6a6,mm3nd824bmynrv3,55977.0,[56],[53],[34565],[33920],1,1,1,What I seen from the video clip,No technical difficulties ,347,347,2021-11-29 13:53:26.459050,5ec41bf199fb2a11ffe8b6a6,mm3nd824bmynrv3,1,,animate_rational
340,342,5f00a16938e6db04b899c4e3,xrnwr2423kobng2,41816.0,[0],[100],[14691.300000071526],[16303.100000023842],1,1,1,"I thought about the pink ball and where it came from. Then, I looked at which ball actually made the first impact.",Nothing confusing.,352,352,2021-11-29 13:54:59.551392,5f00a16938e6db04b899c4e3,xrnwr2423kobng2,1,,animate_rational
342,344,5996f68a9039240001432124,cq2p29zyazw1tzl,58668.0,"[50, 50, 15, 42, 46]","[98, 43, 46]","[12521.699999928474, 14758.799999952316, 16810.199999928474, 27499.199999928474, 29882.899999976158]","[18339.399999976158, 28488.699999928474, 30994.799999952316]",1,1,1,,,353,353,2021-11-29 13:55:16.045397,5996f68a9039240001432124,cq2p29zyazw1tzl,1,,animate_rational
344,346,5dcd4ccd0ee193016c26409f,v3lp4kzbq52bxlb,35219.0,[0],[100],[15573.299999713898],[17554.5],1,1,1,who was leading when the tower tumbled,the animate question was odd,351,351,2021-11-29 13:54:51.675203,5dcd4ccd0ee193016c26409f,v3lp4kzbq52bxlb,1,,animate_rational
345,347,5f9dcd7eaae8a33422a97b88,bdg82h9j5b5xpvx,52134.0,"[0, 17, 17]","[75, 74, 84]","[17714.299999952316, 21756.599999904633, 22290.89999985695]","[20840.700000047684, 25197.099999904633, 26599.299999952316]",1,1,1,"I initially thought that pink was fully responsible for destroying the tower and therefore 100% responsible. However, I did think about it and reduced the amount that pink was responsible for, and increased green's because potentially green could have been chasing pink (and therefore slightly responsible). However fundamentally, pink did destroy the tower so pink was ultimately responsible.",None - all worked as expected.,358,358,2021-11-29 13:56:26.540190,5f9dcd7eaae8a33422a97b88,bdg82h9j5b5xpvx,1,,animate_rational
346,348,5f0a515ebab8d1316a5e99bd,ruosrtz1rhoh8sl,251126.0,[0],[100],[19538.100000023842],[21347.899999976158],1,1,1,"i feel like any judgements made were pretty self explanatory, we were told green protects the tower. then we saw pink knock it down.",no comments,345,345,2021-11-29 13:53:05.404286,5f0a515ebab8d1316a5e99bd,ruosrtz1rhoh8sl,1,,animate_rational
347,349,5c9a9e88d6cd7600156ea804,6l7watl9fpk6zqq,37141.0,[0],[81],[17731],[19295],1,1,1,what happened,none,359,359,2021-11-29 13:56:47.316526,5c9a9e88d6cd7600156ea804,6l7watl9fpk6zqq,1,,animate_rational
348,350,609afebf102990ae898d48f1,26z0t1r5s2xak0w,35289.0,[30],[82],[16365.29999923706],[18579.60000038147],1,1,1,"Because I was told that green wants to protect the tower and then pink hit the tower first, I put that pink was the ""culprit"" of knocking down the tower. While the balls were rolling toward the tower, green gave pink a little nudge towards the tower but ultimately pink hit the tower first.","What I found (to me) to be incorrect was I felt manipulated into saying that the balls were animate or conscious beings. Because you stated that green ""wants to protect the tower"" it right off the bat implied green's agency as an animate being, which then set up the viewer to see pink as the culprit in the following video even though green nudged pink a little as they were rolling. The thing I really wanted to state was that I believed it was neither pink nor green's ""fault"" that the tower fell because inanimate objects like balls cannot ""decide"" to make something happen. The unknown force from the left of the screen that set the balls in motion towards the tower was at ""fault"" for making the tower fall (most likely an animate being such as an animal or human) but could have been a robot maybe. I felt that I was forced into choosing the answer that fit with the narrative that the balls (at the very least green) were animate and had agency.",350,350,2021-11-29 13:54:07.900289,609afebf102990ae898d48f1,26z0t1r5s2xak0w,1,,animate_rational
349,351,610c53a9488c5f181bd2da83,orjzllkkeh9vh8t,48566.0,[9],[92],[19080.30000000028],[21292.900000000373],1,1,1,Pink came out of nowhere and green did not really have a chance to protect the tower,Everything went well,364,364,2021-11-29 13:57:07.665134,610c53a9488c5f181bd2da83,orjzllkkeh9vh8t,1,,animate_rational
350,352,5bb2574424f5c400017310e8,6u1oh4ukhg5bc8c,42140.0,[95],[68],[16374.200000047684],[20411.900000035763],1,1,1,"Who made contact, who pushed who, who was at the front, who had what role etc.",N/A,368,368,2021-11-29 13:57:29.984175,5bb2574424f5c400017310e8,6u1oh4ukhg5bc8c,1,,animate_rational
353,355,5d4063525f6f2f00017a1e1c,ehsvfb9uxf5oouf,161624.0,[0],[100],[17227.399999976158],[19167.199999928474],1,1,1,what i visually saw,no issues,357,357,2021-11-29 13:56:01.147816,5d4063525f6f2f00017a1e1c,ehsvfb9uxf5oouf,1,,animate_rational
354,356,5dcdd1518b918909ba133987,6j6xd517c1kufvo,81524.0,[0],[100],[27987.699999999953],[37424.60000000009],1,1,1,I used commom sense and watched the video making notes in m y mind,no problems occured,361,361,2021-11-29 13:57:03.328369,5dcdd1518b918909ba133987,6j6xd517c1kufvo,1,,animate_rational
355,357,60e7445271cfef863de71a48,t4djdsan0jrs6oq,36888.0,[0],[100],[16069.09999999404],[19552.09999999404],1,1,1,Read the instructions,All went well - all understood,371,371,2021-11-29 13:58:16.425454,60e7445271cfef863de71a48,t4djdsan0jrs6oq,1,,animate_rational
358,360,5d0ac73d1fdbbb0019c9707d,dab302jh13mr8w4,121910.0,[0],[100],[19673.900000095367],[22913.299999713898],1,1,1,by watching carefully and deciding which colour made contact with the tower first,NO all good,363,363,2021-11-29 13:57:06.039712,5d0ac73d1fdbbb0019c9707d,dab302jh13mr8w4,1,,animate_rational
359,361,61006160d104c99cb68f02b1,7vu6txutxnxo9jv,27721.0,[36],[64],[13334.800000011921],[15353.5],1,1,1,"I considered that green was trying to protect the tower, and that pink ultimately was trying to destroy it even if green bumped into pink.",,369,369,2021-11-29 13:57:57.649185,61006160d104c99cb68f02b1,7vu6txutxnxo9jv,1,,animate_rational
360,362,60dfb9fab3abd82f581f3181,ogbzmc2lobz6tg8,27586.0,[14],[85],[12307.200000047684],[14859.099999904633],1,1,1,pink was already headed to hit the tower and green just tapped pink. it made no difference except for the speed in which it happened.,,370,370,2021-11-29 13:58:02.936967,60dfb9fab3abd82f581f3181,ogbzmc2lobz6tg8,1,,animate_rational
361,363,5a2ba3972a1bed0001f352a6,jldbpuj8v4r90om,37016.0,[63],[66],[12831.800000071526],[16249.5],1,1,1,I watched the movement but also deducted the intention behind each colour,No difficulties,374,374,2021-11-29 13:58:48.910894,5a2ba3972a1bed0001f352a6,jldbpuj8v4r90om,1,,animate_rational
362,364,614e29a3a354be1de3eb1bc8,0d963xkmvjz46m7,46466.0,[64],[65],[20063.599999964237],[21927.19999998808],1,1,1,I considered what each ball was attempting to do (what the intention was),,373,373,2021-11-29 13:58:45.749164,614e29a3a354be1de3eb1bc8,0d963xkmvjz46m7,1,,animate_rational
363,365,60fdd2655a65bd7941196f10,qjznf2hsb785rw0,28628.0,"[56, 61]",[79],"[11286.100000143051, 11692.5]",[13143.5],1,1,1,velocity (speed and direction),,360,360,2021-11-29 13:57:00.939512,60fdd2655a65bd7941196f10,qjznf2hsb785rw0,1,,animate_rational
365,368,5d49a0eaa7b0740019646548,sxl416zo9g17sut,32087.0,[54],[100],[17217],[18704],1,1,1,I carefully watched the actions of each colour. I saw that pink was going towards the tower and hit the tower. Green may have pushed pink into the tower but pink still hit it ,no. The instructions were very clear,367,367,2021-11-29 13:57:28.890138,5d49a0eaa7b0740019646548,sxl416zo9g17sut,1,,animate_rational
366,369,60f542dec2e64f820abef7c1,l1n8gljbf9yaxy6,60493.0,"[7, 32, 41]","[100, 54]","[14450.899999856949, 24821.199999809265, 30788.599999904633]","[20629.5, 28806.699999809265]",1,1,1,"I felt both were responsible for the collapse of the tower as both technically collided with it, albeit pink first.",no issues,377,377,2021-11-29 13:59:08.107662,60f542dec2e64f820abef7c1,l1n8gljbf9yaxy6,1,,animate_rational
367,370,600d8ad157e12e491f2e364d,t9sya9c2l0gzles,165480.0,[9],[93],[32741.799999952316],[34685.699999928474],1,1,1,watched a few times ,no,366,366,2021-11-29 13:57:19.888407,600d8ad157e12e491f2e364d,t9sya9c2l0gzles,1,,animate_rational
368,371,5d7695cc7ae60f001bc4bde6,ozq1zyuu8hnnut0,96653.0,[56],[11],[41657.59999990463],[49817.40000009537],1,1,1,"There was np indication that pink wanted to damage the tower, so it looked to be an accident when green pushed pink into the tower.",no problems with the task,375,375,2021-11-29 13:58:49.798281,5d7695cc7ae60f001bc4bde6,ozq1zyuu8hnnut0,1,,animate_rational
370,374,607024597965d2372e3467be,ykzy36h00azcxve,53068.0,"[69, 41]","[69, 84, 85]","[17113.800000190735, 26756.900000095367]","[19666.5, 22061.60000014305, 29345.400000095367]",1,1,1,i assumed intent on behalf of the balls and decided that whilst green did a poor job of protecting the tower it was attempting to stop pink whereas pink was ultimately responsible for setting the chase into motion,task was simple and straight forward however perhaps needs reformatting as i had to scroll to find the sliders,381,381,2021-11-29 13:59:44.551393,607024597965d2372e3467be,ykzy36h00azcxve,1,,animate_rational
371,375,5e5e9b9a628a7e012a13a429,daafopkwh8estbv,54950.0,[69],[99],[28954.600000000006],[31812.800000000003],1,1,1,I watched the whole thing and the result was there in front of me.,None.,382,382,2021-11-29 13:59:48.283728,5e5e9b9a628a7e012a13a429,daafopkwh8estbv,1,,animate_rational
372,376,5f95f7f71193824c90e0b5ef,axxm6wpqj0wsckk,45637.0,[29],[70],[23841],[26954.000000000007],1,1,1,Observed what each ball was doing,"No issues, task easy to follow",388,388,2021-11-29 14:00:21.000391,5f95f7f71193824c90e0b5ef,axxm6wpqj0wsckk,1,,animate_rational
374,378,60fe1e99fbdca05b961a2572,8bblao9v5e6zvm6,33131.0,[0],[100],[17200.90000000596],[19514.29999998212],1,1,1,From what  I viewed is how I answered ,It went fine,390,390,2021-11-29 14:00:47.573973,60fe1e99fbdca05b961a2572,8bblao9v5e6zvm6,1,,animate_rational
376,380,610966a94af63a7a3fab2ddd,x6thkle21ryqmhq,45700.0,[100],[0],[12963.400000095367],[18119.400000095367],1,1,1,Green pushing pink ,"No, all good. ",379,379,2021-11-29 13:59:28.539394,610966a94af63a7a3fab2ddd,x6thkle21ryqmhq,1,,animate_rational
378,382,5bff1d05b5b8b600018d9300,5hch925tw43fg0p,83804.0,"[26, 40, 40]","[87, 52, 56]","[20550.5, 41192.40000000596, 50413.60000000894]","[23491.5, 44568.80000001192, 48150.80000001192]",1,1,1,That green slightly nudged pink but pink was in front and going fast so wouldn't have stopped from hitting the tower in any case. Green was probably anxious to make sure it stopped pink and so accidentally nudged pink. ,There weren't any tech difficulties. It was strange thinking of two balls as having some kind of attachments or sentient being about them. Or maybe that was just me!,385,385,2021-11-29 14:00:01.046549,5bff1d05b5b8b600018d9300,5hch925tw43fg0p,1,,animate_rational
379,383,5c53f5346ed2fc00016bb6dc,gp3af9u62ofeagv,38700.0,"[0, 16]",[100],"[15265.5, 17008.399999976158]",[18970.299999952316],1,1,1,the actions of the two balls,,391,391,2021-11-29 14:01:11.915537,5c53f5346ed2fc00016bb6dc,gp3af9u62ofeagv,1,,animate_rational
380,384,5e9d8ae6cc1b5806962d735f,dm1qcnn58fwuv27,34731.0,[8],[78],[13500.89999999851],[15970.60000000149],1,1,1,"I judged it based on what I initially saw and my instinct. I noted that the green was trying to protect its tower but also noted that the pink went in very fast to knock the tower down, this wasn't a fault of the green. ",I wasn't sure why the pink didn't do too much in the first loop video.,386,386,2021-11-29 14:00:15.564600,5e9d8ae6cc1b5806962d735f,dm1qcnn58fwuv27,1,,animate_rational
381,385,59e721e0ac0af70001b36a13,2phezdspf9y7cb5,49437.0,[36],[65],[30005.700000047684],[31516.300000190735],1,1,1,Speed they where traveling ,,392,392,2021-11-29 14:01:17.169705,59e721e0ac0af70001b36a13,2phezdspf9y7cb5,1,,animate_rational
382,386,5a8c2da3eea3d300016ea27c,baccwgueeza9uul,125636.0,[50],[50],[64289.200000047684],[66375.29999995232],1,1,1,who was rolling towards the tower and hit it first,no,384,384,2021-11-29 13:59:57.807203,5a8c2da3eea3d300016ea27c,baccwgueeza9uul,1,,animate_rational
383,387,615a0ac5438649c5134564f1,7doznjftle9m66n,26479.0,[92],[55],[12020],[13833],1,1,1,i considered who collided wit the tower and why they did. Green pushed the pink ball as it slowed down causing it to knock the tower.,the question about the objects being inanimate or animate was a little confusing.,387,387,2021-11-29 14:00:17.876306,615a0ac5438649c5134564f1,7doznjftle9m66n,1,,animate_rational
384,388,588c98cf670d6600012bd774,v339l37tt1p879e,58759.0,[58],"[53, 58]",[38631],"[41106.00000000001, 43933]",1,1,1,What would have happened if the coloured balls were on their own,no ,372,372,2021-11-29 13:58:23.631283,588c98cf670d6600012bd774,v339l37tt1p879e,1,,animate_rational
385,389,5c67d3988555e400015c7f56,pxga6dejm0780au,68401.0,[78],[43],[42142],[47609],1,1,1,I decided that pink was heading towards it and green probably intended to stop it by pushing it out of the way but instead it made the pink crash into the tower ,No nothing. ,393,393,2021-11-29 14:01:18.104474,5c67d3988555e400015c7f56,pxga6dejm0780au,1,,animate_rational
386,390,5fa322092858085f30d5b011,yquxoe80vjyuobf,38746.0,[81],[81],[14945.299999952316],[18733.299999952316],1,1,1,green pushed pink,,399,399,2021-11-29 14:01:50.143523,5fa322092858085f30d5b011,yquxoe80vjyuobf,1,,animate_rational
387,391,6012ff390f0ebe117733d4b8,qle09xhk3urw3sq,64460.0,[54],[86],[32431.30000001192],[36231.40000000596],1,1,1,the fact that green hit pink and if that had not happened who knows if pink would have stopped or hit it but only causing lesser damage ,no everything was fine ,395,395,2021-11-29 14:01:26.459882,6012ff390f0ebe117733d4b8,qle09xhk3urw3sq,1,,animate_rational
388,392,5f8503d89e097f1e6f48bd2f,abat5pfjan6qnxl,71681.0,[22],[99],[30142.299999952316],[31647.899999976158],1,1,1,"green was shown building the tower, this shows adherence to its task. pink could be seen as ""scouting"" while green builds. green attempted to outrace pink, already trying to destroy the tower, but its attempt pushes pink on its predetrmined course of action. Green is not at fault, but did accidentally assist the destruction.",no difficulties.,394,394,2021-11-29 14:01:23.647693,5f8503d89e097f1e6f48bd2f,abat5pfjan6qnxl,1,,animate_rational
389,393,5d0d4f43f5f6bb0018769e26,usmcw07z41hlbuw,55867.0,[3],[33],[19752],[34233],1,1,1,,,400,400,2021-11-29 14:01:50.856342,5d0d4f43f5f6bb0018769e26,usmcw07z41hlbuw,1,,animate_rational
390,394,610450348df0b2a75b941437,ssssfso13kw7nyb,44862.0,[41],[95],[20892.900000095367],[25740.799999952316],1,1,1,Who hit the tower and who intended to hit the tower,Not confusing,402,402,2021-11-29 14:02:03.461101,610450348df0b2a75b941437,ssssfso13kw7nyb,1,,animate_rational
391,395,5ab14610811b2000016fa5e8,pjhum9z0x2z6qms,51122.0,[0],[100],[19561.69499992393],[21935.04499993287],1,1,1,it was clear which colour did what,none,401,401,2021-11-29 14:02:02.708582,5ab14610811b2000016fa5e8,pjhum9z0x2z6qms,1,,animate_rational
393,397,60e4ffbdabdc93105b40044a,upj5157q76wdghe,48626.0,[11],[86],[18368.099999999627],[21267.199999999255],1,1,1,Green is trying to protect the tower by any means,none,403,403,2021-11-29 14:02:09.311323,60e4ffbdabdc93105b40044a,upj5157q76wdghe,1,,animate_rational
394,398,60ab89e5724c7a29c4555ec8,3tu85k8y1r0qb6m,36773.0,[0],[100],[16200.70000000298],[17542.79999999702],1,1,1,what i saw,,408,408,2021-11-29 14:02:33.201083,60ab89e5724c7a29c4555ec8,3tu85k8y1r0qb6m,1,,animate_rational
395,399,610edcb7943969a362195d5f,m247tj5xc0rfz6f,45511.0,[100],[0],[17288],[20853.40000000596],1,1,1,The green ball looked like it was chasing the pink one and knocked it into the tower.,No difficulties,404,404,2021-11-29 14:02:26.122907,610edcb7943969a362195d5f,m247tj5xc0rfz6f,1,,animate_rational
396,400,5bd9be64d6fef5000181937f,hbdz4wgqs6nn057,57153.0,"[17, 28]","[82, 71]","[19148.20000000298, 29033.59999999404]","[21375.79999999702, 27177.70000000298]",1,1,1,the position and speed of the balls relative to the tower,no difficulties - was fairly straight forward,405,405,2021-11-29 14:02:26.564190,5bd9be64d6fef5000181937f,hbdz4wgqs6nn057,1,,animate_rational
397,401,5e62f374fc8a90089abb6baa,twfaup89j8ze979,29032.0,[2],[100],[12803.400000000373],[15477.10000000149],1,1,1,"I knew pink was the reason the tower fell, but I did consider the fact that pink slowed down before hitting it and only continued rolling because green was behind. So in some ways, I think green is at fault too","I just confused myself when it asked whether the were inanimate or not, apart from that, no other issues ",389,389,2021-11-29 14:00:29.243952,5e62f374fc8a90089abb6baa,twfaup89j8ze979,1,,animate_rational
399,403,5766e623236f930001a69a32,kfu8vkk1s59e6zq,128923.0,"[45, 40, 34, 41]","[64, 74, 76]","[38587.5, 41781.69999998808, 49629.09999996424, 65675.29999995232]","[40173.299999952316, 50685.09999996424, 67659.39999997616]",1,1,1,The pink ball would have collided with the tower whether the green ball hit it or not but maybe green could have hit the pink ball so it would have went another direction.,First video had trouble loading,396,396,2021-11-29 14:01:33.929245,5766e623236f930001a69a32,kfu8vkk1s59e6zq,1,,animate_rational
400,404,5d1c9d39ff67e3000140ca87,eygwml3v0rvnkga,40670.0,[37],[60],[18552.600000023842],[21435.400000035763],1,1,1,The video evidence.,No problems.,409,409,2021-11-29 14:03:09.092319,5d1c9d39ff67e3000140ca87,eygwml3v0rvnkga,1,,animate_rational
401,405,5629356bc8ffc2001251363b,f5a48ne9wr4aak0,77650.0,[36],[79],[34856.90000000596],[40456.79999999702],1,1,1,I made my judgment on that it look like pink would have knockdown the tower even if green did not bump into pink,no,406,406,2021-11-29 14:02:28.665280,5629356bc8ffc2001251363b,f5a48ne9wr4aak0,1,,animate_rational
402,406,6083cdbb9fa5eecf8e82a8ca,spsz4hzjduuedb1,83598.0,[54],[53],[48899.90000000596],[55169.60000002384],1,1,1,Decided that green helped pink destroy the structure.,No difficulties.,407,407,2021-11-29 14:02:28.841478,6083cdbb9fa5eecf8e82a8ca,spsz4hzjduuedb1,1,,animate_rational
403,407,5ea557e7c44e2152abda26a6,zyvz5ch963ssqpf,60480.0,"[50, 44]","[50, 39, 53]","[30679, 37553]","[27727, 28935, 36039]",1,1,1,"even though pink intended to collide with the tower, green nudged the pink ball which would of contributed and would of speeded up the collision.",,398,398,2021-11-29 14:01:44.385105,5ea557e7c44e2152abda26a6,zyvz5ch963ssqpf,1,,animate_rational
404,408,5e0babc4ac9e163df77ff495,bcb0gsad615gpa8,48542.0,[14],"[92, 100]",[24338],"[30559, 31698]",1,1,1,They were animate because they moved. ,,411,411,2021-11-29 14:03:32.384292,5e0babc4ac9e163df77ff495,bcb0gsad615gpa8,1,,animate_rational
405,409,61623ea92118b60ca97113c7,eo759o6yg11sjga,61554.0,"[82, 100]","[92, 100]","[18757, 30566]","[23239, 31521]",1,1,1,green ran into pink as pink was decelarating. pink definitely hit the tower but green was alo responsible.,none,410,410,2021-11-29 14:03:29.944361,61623ea92118b60ca97113c7,eo759o6yg11sjga,1,,animate_rational
406,410,5c52c825ea00280001fce29d,2s2vk81tlz6cf1p,195826.0,"[84, 46, 73]","[12, 40, 46]","[20662.89999999106, 27750.29999999702, 39862.69999998808]","[23110.69999998808, 25526.69999998808, 29230.59999999404]",1,1,1,watching both balls closely,no,380,380,2021-11-29 13:59:34.279632,5c52c825ea00280001fce29d,2s2vk81tlz6cf1p,1,,animate_rational
