,id,prolificID,jspsychID,time_elapse,cause_agent,cause_patient,cause_agent_rt,cause_patient_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,id,date,prolificID,jspsychID,completion,compelete_time,exp_cond
86,87,5f80e95bc40e2c1939a6484a,4nvpnosgsupc5ml,48145.0,"[66, 82]",[100],"[20401.89999999106, 27715.89999999106]",[17573.89999999106],1,1,0,Who hit what,It was fine,101,101,2021-11-29 11:09:53.404705,5f80e95bc40e2c1939a6484a,4nvpnosgsupc5ml,1,,inanimate_rational
87,88,5f008359d27e1c01c7b6c603,yz7zy08l1csnqwt,85319.0,[37],[65],[41629.5],[47046.60000000009],1,1,0,Whether pink would have hit the tower without the push in the back from green. ,Everything was fine. ,94,94,2021-11-29 11:09:15.792027,5f008359d27e1c01c7b6c603,yz7zy08l1csnqwt,1,,inanimate_rational
88,89,614e6ab6bc702e64ce09f012,r61fr32oxqpvlv2,75021.0,[17],[86],[37707],[44051],1,1,0,Observed trajectory and speed of balls,,96,96,2021-11-29 11:09:31.874806,614e6ab6bc702e64ce09f012,r61fr32oxqpvlv2,1,,inanimate_rational
89,90,596cb7a35ad3920001cae434,1tgn46goofn0qzm,67356.0,[30],[65],[38519.299999952316],[41567.799999952316],1,1,0,Considered pinks trajectory and velocity without being pushed,n/a,100,100,2021-11-29 11:09:50.452714,596cb7a35ad3920001cae434,1tgn46goofn0qzm,1,,inanimate_rational
90,91,60e05ae54d3bf581fd5111ae,2gul6dzyrazltu5,36553.0,[74],"[50, 50, 57]",[20079],"[17330, 18209, 22209]",1,1,0,"by watching. pretty simple, no factors to consider.",no technical difficulties.,98,98,2021-11-29 11:09:46.957907,60e05ae54d3bf581fd5111ae,2gul6dzyrazltu5,1,,inanimate_rational
91,92,60d1a0e2551b5660575cdd64,14drhubkp8stmm5,40858.0,"[64, 71]",[86],"[20670, 22472]",[24461],1,1,0,"Which ball hit the tower, the speed it was travelling at initially and after being knocked by the other ball",I found the task simple and experienced no problems,91,91,2021-11-29 11:08:53.230326,60d1a0e2551b5660575cdd64,14drhubkp8stmm5,1,,inanimate_rational
92,93,6065a1fd04a2a037bc960c7b,nkykm9ez5u1sf2g,102314.0,"[0, 35, 31]",[77],"[42596.199999999255, 53267.800000000745, 54563.90000000037]",[59264.300000000745],1,1,0,Speed of the ball that was infront,No,97,97,2021-11-29 11:09:43.000176,6065a1fd04a2a037bc960c7b,nkykm9ez5u1sf2g,1,,inanimate_rational
93,94,5c51d3e6a163ac0001721273,q7p7m54bmj105fw,120913.0,[23],[77],[52790.39999999106],[60865.79999999702],1,1,0,Watched carefully the physics displayed in the videos,,99,99,2021-11-29 11:09:49.862925,5c51d3e6a163ac0001721273,q7p7m54bmj105fw,1,,inanimate_rational
94,95,5f4fe42aa8de8e1136e85064,ev84l4gtmj9t0j3,45865.0,[89],[8],[22183],[23982.900000000373],1,1,0,The sequence of events,none,104,104,2021-11-29 11:11:31.114040,5f4fe42aa8de8e1136e85064,ev84l4gtmj9t0j3,1,,inanimate_rational
95,96,5da74e9437d4210016492810,zj5hhqbvuh0zw67,67735.0,[18],[82],[35125.89999999944],[39781.39999999944],1,1,0,I made my judgment about the videos by watching them. The factors that I considered where the speed of the balls,I experienced no technical difficulties. I did not find any aspect of this task strange or confusing,103,103,2021-11-29 11:11:04.002084,5da74e9437d4210016492810,zj5hhqbvuh0zw67,1,,inanimate_rational
96,97,6000a924926c8d18fbe36bfc,42xjqo1nh6bd90p,86068.0,[0],[100],[18682.30000001192],[21887],1,1,0,I considered which ball made contact with the tower regardless of what happened before.,,102,102,2021-11-29 11:10:59.278836,6000a924926c8d18fbe36bfc,42xjqo1nh6bd90p,1,,inanimate_rational
97,98,60f1212e8caf70e56a089c89,mq50uhqv1oxe1mo,41498.0,[25],[71],[17447],[20000.5],1,1,0,Which ball collided and the force in which it did.,"All worked well, not clear what the purpose is though",105,105,2021-11-29 11:13:53.706318,60f1212e8caf70e56a089c89,mq50uhqv1oxe1mo,1,,inanimate_rational
98,99,5980a6561d20fd0001e6f53f,xundh81j2aggxku,51427.0,"[50, 0]",[100],"[10258, 15090]",[20802],1,1,0,"I saw the impact the pink ball made with the tower and, even though the green ball knocked against the pink one and made it speed up a little, I decided that the tower would have been toppled by the pink ball even if that had not happened.",,106,106,2021-11-29 11:13:55.461842,5980a6561d20fd0001e6f53f,xundh81j2aggxku,1,,inanimate_rational
99,100,592c46c1a03e4600010af25f,wsjt62tmgc7j02h,70334.0,"[41, 57, 66]","[69, 48, 52, 53]","[17920.299999952316, 27713, 43845.60000002384]","[20015.200000047684, 30038.700000047684, 41384.60000002384, 42685.5]",1,1,0,Mainly the speed of the balls,No issues,108,108,2021-11-29 11:14:57.973831,592c46c1a03e4600010af25f,wsjt62tmgc7j02h,1,,inanimate_rational
100,101,5dcc2835e50faf8c303e7484,n4xjv28n9xjb0d1,160003.0,[92],[8],[80348.00000000001],[84331.00000000003],1,1,0,The pink ball was slowing down and would have not brought the tower down as it would have probably stopped short of the tower. The green ball was travelling at speed and hit the pink ball from behind causing the oink ball to speed up and collide with the tower causing it to collapse. The green ball passed through underneath the tower as it flew up into the air after the pink ball collided with it.,Nothing strange or confusing about the tsk. You had to observe closely as to what happens between the two balls and the tower.,107,107,2021-11-29 11:13:59.483774,5dcc2835e50faf8c303e7484,n4xjv28n9xjb0d1,1,,inanimate_rational
101,102,5ee68f115b2240401d54114b,p24m2gtx7z7ukd5,65612.0,[32],[94],[39515.5],[41425.60000002384],1,1,0,I looked at if the pink would have caused it to fall without the green hitting the pink. i decided that it would have fallen regardless of the green.,no,109,109,2021-11-29 11:18:51.889358,5ee68f115b2240401d54114b,p24m2gtx7z7ukd5,1,,inanimate_rational
102,103,6015966a246e51095f2235e7,vsu9fqslulq7zwd,104677.0,"[86, 85]",[100],"[28058.399999976158, 33875.09999996424]",[37779.09999996424],1,1,0,,,110,110,2021-11-29 11:20:14.062505,6015966a246e51095f2235e7,vsu9fqslulq7zwd,1,,inanimate_rational
103,104,6015966a246e51095f2235e7,vsu9fqslulq7zwd,32969.0,[100],[6],[15184.300000011921],[20440.599999964237],1,1,0,,,110,110,2021-11-29 11:20:14.062505,6015966a246e51095f2235e7,vsu9fqslulq7zwd,1,,inanimate_rational
104,105,6015966a246e51095f2235e7,vsu9fqslulq7zwd,29942.0,[98],[3],[14080.5],[16040.599999964237],1,1,0,i had to google what inanimate object is,,110,110,2021-11-29 11:20:14.062505,6015966a246e51095f2235e7,vsu9fqslulq7zwd,1,,inanimate_rational
105,106,612d365212e7856406fdbc07,1zskou5hwe0ngsz,1209170.0,[82],[22],[42226.39999999851],[1177342],1,1,0,The speed of travel of both balls and the final aspect of the collision: Green hit Pink and that stared a chain of events resulting in the tower being collided into.,"Really interesting ---with the first video being shown, then the second, there was the potential to mix both events, therefore potential to cloud perception. Also waited for reference to the first video. Overall an interesting study.",63,63,2021-11-29 11:04:42.369232,612d365212e7856406fdbc07,1zskou5hwe0ngsz,1,,inanimate_rational
106,107,61172f5a46ad53742ee8e316,wzt782uq50frx7d,30356.0,[0],[100],[14294],[17437.5],1,1,0,"I just watched the ball. I didn't matter that the pink ball hit the green ball before it hit the tower, it only mattered that the green ball hit the tower before the pink one did.",,112,112,2021-11-29 11:54:46.014559,61172f5a46ad53742ee8e316,wzt782uq50frx7d,1,,inanimate_moral
107,108,60fdf2f6556ee1578c556d12,8jwzt98fzeoxzco,65280.0,"[87, 100, 85]",[80],"[29510.899999976158, 32255.100000023842, 36358.89999997616]",[40335.10000002384],1,1,0,"considered both balls, and how each impacted the fall",None,111,111,2021-11-29 11:54:40.546580,60fdf2f6556ee1578c556d12,8jwzt98fzeoxzco,1,,inanimate_moral
108,109,5e5b96a514a6a43730f9af66,44oal2xpe9n0wt3,56714.0,"[0, 26]","[99, 80]","[19560, 28500]","[21167, 29596]",1,1,0,Which ball was the ball to actually make contact with the tower,No,115,115,2021-11-29 11:56:07.155367,5e5b96a514a6a43730f9af66,44oal2xpe9n0wt3,1,,inanimate_moral
109,110,60155bfca5f93a600802aa94,synpy4b2cy6cm2s,41832.0,"[58, 78]",[100],"[20411.5, 23643.100000000093]",[22058.799999999814],1,1,0,"I considered whether the green ball could've caused the tower to fall without the pink ball, but decided both were at fault somewhat",,118,118,2021-11-29 11:56:57.977327,60155bfca5f93a600802aa94,synpy4b2cy6cm2s,1,,inanimate_moral
110,111,5fa11b002616091abfbb37ab,yhmx1pmn3h94w0a,69718.0,[91],[58],[30764.100000023842],[32681.5],1,1,0,The speed at which both balls were travelling,,117,117,2021-11-29 11:56:21.285023,5fa11b002616091abfbb37ab,yhmx1pmn3h94w0a,1,,inanimate_moral
111,112,59ee44b13e4b5a00016aa99b,1ec8d38tsngrayd,245882.0,[29],[92],[35159.200000000186],[37803.09999999963],1,1,0,i watched how the balls started to roll and collide,none,114,114,2021-11-29 11:55:35.718368,59ee44b13e4b5a00016aa99b,1ec8d38tsngrayd,1,,inanimate_moral
112,113,615e5c6d8ff89265aebb0fca,784akws1ub8zfbu,51316.0,"[8, 0]",[100],"[22153.399999976158, 30548.899999976158]",[29268.199999928474],1,1,0,cause and effect,,122,122,2021-11-29 11:59:09.191494,615e5c6d8ff89265aebb0fca,784akws1ub8zfbu,1,,inanimate_moral
113,114,5d6d94cb05e6930001a1464d,uzk6g0wjwn1dymb,63239.0,[86],[31],[22931.399999976158],[28299.5],1,1,0,"common sense, saying what I saw",,120,120,2021-11-29 11:59:01.542484,5d6d94cb05e6930001a1464d,uzk6g0wjwn1dymb,1,,inanimate_moral
114,115,5f626bba8762fd2cd31d2b6a,ozq6l0wvaahoq9j,45911.0,"[54, 75, 75]",[76],"[18091.699999999255, 24609.299999998882, 27459.199999999255]",[25778.5],1,1,0,the direction both balls were travelling,,124,124,2021-11-29 11:59:41.469155,5f626bba8762fd2cd31d2b6a,ozq6l0wvaahoq9j,1,,inanimate_moral
115,116,60b62b9daab749081c5b88f0,b364fabsymyrjxt,145688.0,[100],[81],[32575.79999999993],[39552.69999999995],1,1,0,I observed carefully,,119,119,2021-11-29 11:58:15.748082,60b62b9daab749081c5b88f0,b364fabsymyrjxt,1,,inanimate_moral
116,117,60358d6b8447dceb12366db6,un5exdxg40x1nzf,50622.0,"[1, 38]",[57],"[18170.200000047684, 26519.800000071526]",[28557.900000095367],1,1,0,was the pink pushing the green forward and whether green was intending to collide with the tower,n/a,126,126,2021-11-29 12:00:20.039152,60358d6b8447dceb12366db6,un5exdxg40x1nzf,1,,inanimate_moral
117,118,5995aee73ae1c8000110650d,1wq05bq61t0ha98,127045.0,[20],[76],[60721.299999999814],[64163],1,1,0,The green ball was going to hit the tower regardless of the pinks involvement,,121,121,2021-11-29 11:59:03.900061,5995aee73ae1c8000110650d,1wq05bq61t0ha98,1,,inanimate_moral
118,119,5fff71a9510e340b2c67fb7d,pra8blxmxs8cuul,38408.0,[45],[72],[16690.39999999851],[20434.70000000298],1,1,0,looked at it logically ,,127,127,2021-11-29 12:00:40.724748,5fff71a9510e340b2c67fb7d,pra8blxmxs8cuul,1,,inanimate_moral
119,120,57d3d904f89a210001188e3a,4p9xz7eb5uehn0k,112702.0,[88],[30],[29350],[36996.300000071526],1,1,0,if the pink hadn't hit the green so hard the green may hav just stopped short of the tower so i judged it on the speed and force of the pink ball hitting the green,no all seemed ok to me,123,123,2021-11-29 11:59:28.761421,57d3d904f89a210001188e3a,4p9xz7eb5uehn0k,1,,inanimate_moral
120,121,5c022844c776820001bd5549,2z1s0aps4syzsv2,49511.0,[68],[32],[20941],[25853.5],1,1,0,"Speed, original course",,131,131,2021-11-29 12:01:12.346141,5c022844c776820001bd5549,2z1s0aps4syzsv2,1,,inanimate_moral
121,122,60ed87a02314cd5d1721c163,cdwtc1ofuaeletb,133325.0,"[50, 59]","[50, 52, 58, 63, 73]","[41723.09999996424, 80922.19999998808]","[48890.09999996424, 50120.59999996424, 53933.09999996424, 73368.89999997616, 76767.79999995232]",1,1,0,which ball was first,task was simple,125,125,2021-11-29 11:59:58.773568,60ed87a02314cd5d1721c163,cdwtc1ofuaeletb,1,,inanimate_moral
122,123,5f454a06e116741011da5fbf,ccowd8y7b0tsplj,87442.0,[0],[100],[33506.5],[37115.5],1,1,0,BY OBSERVING THE MOVEMENTS OF THE BALLS AND THE COLAPSING OF THE TOWER,NITHING WAS STRANGE ABOUT EVERYTHING,130,130,2021-11-29 12:00:57.768826,5f454a06e116741011da5fbf,ccowd8y7b0tsplj,1,,inanimate_moral
123,124,5ce575e4fc370e001a34715a,q95naqx137y1ga7,47233.0,[50],[100],[18183.599999904633],[22112.399999976158],1,1,0,"I considered which one hit the tower. The pink sped up the green one to hit it faster, but it may have been fast enough to knock it down on it's own.",,135,135,2021-11-29 12:02:07.166845,5ce575e4fc370e001a34715a,q95naqx137y1ga7,1,,inanimate_moral
124,125,60f2ec03523f3fb746b23807,amu0j3pkaoh0z9j,66188.0,[95],"[28, 34, 38]",[26771],"[29821, 33514, 37533]",1,1,0,"pink crashed intro green, causing green to lose control",no it was all clear,134,134,2021-11-29 12:01:46.214271,60f2ec03523f3fb746b23807,amu0j3pkaoh0z9j,1,,inanimate_moral
125,126,5b017ef1293d310001023bd8,8ufz5aqjg240qte,80881.0,[0],[100],[30366],[32752],1,1,0,"Which ball hit the tower first, thus causing it to fall.",There were no problems.,133,133,2021-11-29 12:01:31.311706,5b017ef1293d310001023bd8,8ufz5aqjg240qte,1,,inanimate_moral
126,127,5c4792a53fa2f8000186d844,uz3canhx6svr5j6,127435.0,"[20, 22]","[76, 82]","[19722, 43653.000000000015]","[29863, 41128]",1,1,0,I based It on what I saw - ultimately the green was going to hit the blue blocks first regardless of the pink one - hence why I choose green. ,,128,128,2021-11-29 12:00:46.909986,5c4792a53fa2f8000186d844,uz3canhx6svr5j6,1,,inanimate_moral
127,128,60e4b62f8801d4adbbe86a42,rxd2axnaox85wfc,41713.0,[0],[0],[18753],[21913.29999999702],1,1,0,,,137,137,2021-11-29 12:02:18.297250,60e4b62f8801d4adbbe86a42,rxd2axnaox85wfc,1,,inanimate_moral
128,129,55881a68fdf99b1c9154fe4a,83yuyqm7mkkgu83,486124.0,[27],[80],[74442.59999990463],[77352.5],1,1,0,that the green ball was going to hit the tower regardless,,113,113,2021-11-29 11:54:54.552260,55881a68fdf99b1c9154fe4a,83yuyqm7mkkgu83,1,,inanimate_moral
129,130,60225d853dc676336d6cedc0,wtr0x554seayxqt,110286.0,"[61, 79]",[99],"[39339.59999996424, 47263]",[48972.39999997616],1,1,0,which ball hit the tower,,132,132,2021-11-29 12:01:23.356166,60225d853dc676336d6cedc0,wtr0x554seayxqt,1,,inanimate_moral
130,131,60fecfd7bdea61956af33381,kygoymuk0tfjdjg,52811.0,[0],[100],[18331],[29700],1,1,0,"I considered which ball was moving first, and if without the aid of the other ball, would they still knock over the tower. I considered their speed prior to the pink ball hitting them. As well, I considered the strength of the tower.",,140,140,2021-11-29 12:02:52.413456,60fecfd7bdea61956af33381,kygoymuk0tfjdjg,1,,inanimate_moral
131,132,5b49081c03732f000161ef3d,lgv1pzyd4gd4bfg,105430.0,[15],[80],[43376.19999998808],[46305.90000003576],1,1,0,which ball hit the tower first despite the pink ball hitting the green,none,138,138,2021-11-29 12:02:32.998144,5b49081c03732f000161ef3d,lgv1pzyd4gd4bfg,1,,inanimate_moral
132,133,5847e40d6cca010001fe2d64,gyxzdjunlvyydxp,96265.0,"[2, 22, 52]",[41],"[29513, 38752, 57414]",[60121],1,1,0,"green ball was decelerating fairly quickly, but the tower seemed quite fragile. pink cause green to change velocity",no problems,139,139,2021-11-29 12:02:43.788334,5847e40d6cca010001fe2d64,gyxzdjunlvyydxp,1,,inanimate_moral
133,134,60b4ae00a553ce01ecec6699,88d611nvqe0pkb2,56741.0,"[35, 49]",[100],"[19651.699999999255, 26370.599999999627]",[21634.5],1,1,0,I made my judgment based on the speed each ball was going and how the pink ball impacted the speed of the green ball by hitting it. The pink ball significantly increased the impact of the green ball.,No problems,148,148,2021-11-29 12:03:47.808693,60b4ae00a553ce01ecec6699,88d611nvqe0pkb2,1,,inanimate_moral
134,135,6148979da76208b3c48e9e08,dax16r2vyhqxche,70279.0,[100],[65],[20968.800000000745],[30353.5],1,1,0,Green would have hit the tower prior to pink but the pink ball was speeding around in both videos. ,,145,145,2021-11-29 12:03:39.941187,6148979da76208b3c48e9e08,dax16r2vyhqxche,1,,inanimate_moral
135,136,60130d34aa5637149b0650b8,pcyv37su3xuz43r,47969.0,"[96, 82, 93, 79]",[67],"[19115.5, 21489.900000095367, 29166.299999952316, 31160.299999952316]",[29892.299999952316],1,1,0,"very clear and good, I generally took into account the balls and what they do",no,150,150,2021-11-29 12:04:01.811269,60130d34aa5637149b0650b8,pcyv37su3xuz43r,1,,inanimate_moral
136,137,5eba9c85d1130507bd1a6219,dgqsbw7k7yxyyk4,62672.0,[0],"[98, 100]",[25302.799999952316],"[28477.900000095367, 29141.799999952316]",1,1,0,I considered which ball was in the front so at the speed it was travelling it would have knocked the tower down even without ht ehelp of the pink ball,seemed a very simple task for the reward,149,149,2021-11-29 12:03:54.620178,5eba9c85d1130507bd1a6219,dgqsbw7k7yxyyk4,1,,inanimate_moral
137,138,6034e02ad89fefd29dac5684,8fr9yzzstzazrrf,90867.0,[19],"[76, 83]",[36943],"[40858, 42790]",1,1,0,what would be the result if i removed the pink balls influence.,I didn't understand the purpose of the study but answered honestly,142,142,2021-11-29 12:03:25.618595,6034e02ad89fefd29dac5684,8fr9yzzstzazrrf,1,,inanimate_moral
138,139,60eacff7b678411f44e11a12,mywy20lb7eq558b,57796.0,[32],[67],[28567.100000023842],[30934.700000047684],1,1,0,,,153,153,2021-11-29 12:04:16.979108,60eacff7b678411f44e11a12,mywy20lb7eq558b,1,,inanimate_moral
139,140,6155f45482ab2fe2564c21de,nm5k5fdv4p2dl2n,37589.0,[11],[78],[18032.799999998882],[20413.699999999255],1,1,0,What I could see happening in the video,,157,157,2021-11-29 12:04:46.877191,6155f45482ab2fe2564c21de,nm5k5fdv4p2dl2n,1,,inanimate_moral
140,141,6039069d9822982e730d4f35,z3pyhbk1lzc7t0j,85699.0,[100],[55],[28962.700000047684],[32534],1,1,0,"The force each ball came in with, the location of the balls throughout, the order the balls came out in, the blocks/tower placement ","No comment on my side, thank you for your time",146,146,2021-11-29 12:03:42.659844,6039069d9822982e730d4f35,z3pyhbk1lzc7t0j,1,,inanimate_moral
141,142,60fe6a7c94138f8942479b3a,250p76mbknstaav,58156.0,"[60, 31, 27]","[90, 100]","[26282.699999809265, 32375.699999809265, 33377.799999952316]","[29805.799999952316, 30801.39999985695]",1,1,0,which coloured ball hit the tower first,n/a,155,155,2021-11-29 12:04:30.321107,60fe6a7c94138f8942479b3a,250p76mbknstaav,1,,inanimate_moral
142,143,5d6ad36076cca6001a66d89e,47kmge2b4nlyf37,77784.0,"[38, 76]",[43],"[30259.60000014305, 41475.60000014305]",[44739.40000009537],1,1,0,"green could have stopped before hitting the tower, being hit by pink gave green no choice but to hit the tower ",all worked ok and very clear,151,151,2021-11-29 12:04:08.300141,5d6ad36076cca6001a66d89e,47kmge2b4nlyf37,1,,inanimate_moral
143,144,5e1b8b1f05e1513aef9dd093,gnyc3anb5enfsmc,57545.0,[85],[17],[21308.69999998808],[24056.600000023842],1,1,0,I just watched what the balls did and what drove the towers to fall. ,The pink ball appeared slightly purple on this experiment for me,156,156,2021-11-29 12:04:31.469471,5e1b8b1f05e1513aef9dd093,gnyc3anb5enfsmc,1,,inanimate_moral
144,145,60b16759d9cbcdbea9eb513c,09mhq864qwgvgj9,112481.0,[100],"[46, 31, 24, 66]",[28960.5],"[36545.19999998808, 39816.09999996424, 41141.799999952316, 45124.89999997616]",1,1,0,the movement of the balls,the study was simple to understand ,144,144,2021-11-29 12:03:32.028675,60b16759d9cbcdbea9eb513c,09mhq864qwgvgj9,1,,inanimate_moral
145,146,5f5a89361b86c0167f59ecd3,l6wsxzz4h0k8gbg,81740.0,"[26, 29]",[84],"[24093, 24589]",[54047],1,1,0,I looked at the facts I could interpret from the videos and didn’t consider any other factors ,An,152,152,2021-11-29 12:04:13.923254,5f5a89361b86c0167f59ecd3,l6wsxzz4h0k8gbg,1,,inanimate_moral
146,147,5a08bcb6df3fa800015c3678,7qbay1a0v26n9v9,113877.0,"[64, 72]","[28, 40]","[34858, 40194]","[38533, 42600]",1,1,0,what happened ,no,147,147,2021-11-29 12:03:46.383928,5a08bcb6df3fa800015c3678,7qbay1a0v26n9v9,1,,inanimate_moral
147,148,5ff1dac8c9707d602d5044b0,06ypugf3u317hzv,51644.0,[8],[87],[19454.900000095367],[22533.700000047684],1,1,0,which ball hit the tower first,no,158,158,2021-11-29 12:04:51.008427,5ff1dac8c9707d602d5044b0,06ypugf3u317hzv,1,,inanimate_moral
148,149,5f70e1b95db5f56eeac03b26,d1pkbm4y0e0zhy1,49777.0,"[44, 66, 86]","[59, 70]","[18067.19999998808, 21382.80000001192, 27384.80000001192]","[25903.599999964237, 28632.19999998808]",1,1,0,"Speed of the balls, and which colour ball hit the tower",N/A,159,159,2021-11-29 12:05:01.901817,5f70e1b95db5f56eeac03b26,d1pkbm4y0e0zhy1,1,,inanimate_moral
149,150,60fec548df1323f2613a5a18,p7w59qqf8j46yrs,34587.0,[19],[81],[17846.600000023842],[19664.300000071526],1,1,0,color of the ball,,164,164,2021-11-29 12:05:20.287291,60fec548df1323f2613a5a18,p7w59qqf8j46yrs,1,,inanimate_moral
150,151,5fc7ae8a94812601dd406d5c,hjqqmnpuqvuzxg7,81959.0,"[14, 11]","[99, 100]","[38396.5, 43360]","[40094, 41083.59999999986]",1,1,0,"The green ball was already at the direction of the tower, so the tower was going to fall even if the pinkball did not hit the greenball.",No every thing went well.,154,154,2021-11-29 12:04:23.477396,5fc7ae8a94812601dd406d5c,hjqqmnpuqvuzxg7,1,,inanimate_moral
151,152,61658d231d234ce838421780,rkwcdt4uy0lv7cu,42320.0,[26],[71],[18636.599999904633],[21743.699999809265],1,1,0,"The green hit the tower causing it to fall, but maybe the green was pushed by the pink so i didnt agree/disagree with either statement fully",n/a,161,161,2021-11-29 12:05:05.103278,61658d231d234ce838421780,rkwcdt4uy0lv7cu,1,,inanimate_moral
152,153,5e4faf8fc0bead3ee2222c03,96hg638r2nvth97,55127.0,[2],[91],[34135.800000071526],[35850.200000047684],1,1,0,I watched carefully,The slider bar was awkaward but i made it move,160,160,2021-11-29 12:05:03.215767,5e4faf8fc0bead3ee2222c03,96hg638r2nvth97,1,,inanimate_moral
153,154,5dcefdea710dfc05309c2f77,2oenu74uo6dlwqn,37457.0,[85],[85],[18236.199999999255],[20026.099999999627],1,1,0,"They were both heading towards the tower, pink just expidited the collapse",,170,170,2021-11-29 12:05:32.679165,5dcefdea710dfc05309c2f77,2oenu74uo6dlwqn,1,,inanimate_moral
154,155,5f32a496a026e809d7d55cbd,68tp56szx92rs8n,47473.0,[42],[100],[18667.800000000745],[21428.200000000186],1,1,0,"the ball that actually hit the tower was the one that caused it to fall, the green would have eventually hit it anyway, the pink one just made it happen faster","it was fine, made sense",166,166,2021-11-29 12:05:25.118497,5f32a496a026e809d7d55cbd,68tp56szx92rs8n,1,,inanimate_moral
155,156,5d5bf6c10802ee001a08c68f,x5q1ofzatca3eur,80756.0,"[78, 68]",[86],"[20058.700000047684, 27801.700000047684]",[30066.10000014305],1,1,0,the speed in which the green ball was travelling prior to being hit,It worked smoothly - once loaded,162,162,2021-11-29 12:05:15.228363,5d5bf6c10802ee001a08c68f,x5q1ofzatca3eur,1,,inanimate_moral
156,157,6116efa08554bc0d96bab06d,6buldnylmp8zs03,85364.0,[100],"[59, 75]",[28515.299999952316],"[32752.39999985695, 36691]",1,1,0,Slowing down/ speeding up of the balls on their own and the directions they moved in,No,165,165,2021-11-29 12:05:22.052865,6116efa08554bc0d96bab06d,6buldnylmp8zs03,1,,inanimate_moral
157,158,5fa43bb9a1da9605a34dcc0d,3zdezz2wuetcn2p,51912.0,"[50, 28]",[78],"[16498.199999999255, 26393]",[27830.39999999851],1,1,0,"I thought that the green ball would have knocked the tower over anyway, the pink ball only increased its speed ",,174,174,2021-11-29 12:05:59.310970,5fa43bb9a1da9605a34dcc0d,3zdezz2wuetcn2p,1,,inanimate_moral
158,159,61765ed413cf9b7cb9f9e9a5,wutddd88uv454jn,69084.0,[75],[90],[45205],[45669],1,1,0,I consider what I saw and whether the tower would have fell,,171,171,2021-11-29 12:05:38.592587,61765ed413cf9b7cb9f9e9a5,wutddd88uv454jn,1,,inanimate_moral
159,160,5e0f31a34fa02a656250044a,hkz68qxkpq2uhmb,58910.0,[55],[71],[19996],[21440],1,1,0,I considered which balls hit the tower first,No problems,173,173,2021-11-29 12:05:55.133552,5e0f31a34fa02a656250044a,hkz68qxkpq2uhmb,1,,inanimate_moral
160,161,60d052419e0ac9d896bb04e6,wfpx8l0d8lrsd4e,86564.0,[0],[100],[38217.89999985695],[41094.299999952316],1,1,0,Whether the green ball would have hit the tower anyway before pink hit it. ,No tech problems. Of course this was strange. The video was straight forward and don't know what the first video had to do with anything.  Expected this to be applied to a real world scenario afterwards and have you try to influence my decison.,169,169,2021-11-29 12:05:29.448688,60d052419e0ac9d896bb04e6,wfpx8l0d8lrsd4e,1,,inanimate_moral
161,162,60fddec84274b6b7f5b87c47,cokvh3lwaj5rtpx,70476.0,[70],[30],[32103.800000190735],[34829],1,1,0,"Speed of the green ball before it was hit by the pink ball, was it enough to knock down the tower alone.",Worked great!,175,175,2021-11-29 12:06:02.836126,60fddec84274b6b7f5b87c47,cokvh3lwaj5rtpx,1,,inanimate_moral
162,163,6102bdc9ec7510bd9eacb59f,btajs2k6be2zuyh,43655.0,[80],[47],[22091.700000047684],[26291.80000001192],1,1,0,by what i could see,no,182,182,2021-11-29 12:06:34.416819,6102bdc9ec7510bd9eacb59f,btajs2k6be2zuyh,1,,inanimate_moral
163,164,6111c4e43d99ab2b71227181,vuuzqxtnsqgpsye,63332.0,"[0, 83, 73]",[100],"[17256.700000047684, 32323.599999904633, 42103.40000009537]",[40175.59999990463],1,1,0,I just went with my head,everythig was great,176,176,2021-11-29 12:06:15.728632,6111c4e43d99ab2b71227181,vuuzqxtnsqgpsye,1,,inanimate_moral
164,165,605d5a6066ab82b353e53c15,z5nx9egoylrrrkn,56659.0,[23],[81],[35136],[37568],1,1,0,i just watched the video,no,180,180,2021-11-29 12:06:32.747324,605d5a6066ab82b353e53c15,z5nx9egoylrrrkn,1,,inanimate_moral
165,166,60fd31e82baaaadd2bd6604b,5oalxm0squ6wk41,87233.0,[36],[81],[39523.59999999963],[62555.59999999963],1,1,0,that the green would have collided with the tower anyway,,172,172,2021-11-29 12:05:53.812432,60fd31e82baaaadd2bd6604b,5oalxm0squ6wk41,1,,inanimate_moral
166,167,5f8b066742a6381ddae03d75,6wxhsd0x3ke8u3c,82722.0,[0],[100],[29104.200000047684],[33258.10000002384],1,1,0,"If it wasn't for the pink ball, the green ball may not have collided with the tower.",No difficulties. Very interesting study.,178,178,2021-11-29 12:06:20.960196,5f8b066742a6381ddae03d75,6wxhsd0x3ke8u3c,1,,inanimate_moral
167,168,612e4f6cebde4dd2d7c1afac,len9tndgqtyrkqv,133196.0,"[100, 49, 1]","[97, 100]","[85718, 87321, 90675.00000000001]","[58020.000000000015, 58366]",1,1,0,Whether or not without the pink ball colliding with the green ball would the tower still collapse,"No, I enjoyed it.",168,168,2021-11-29 12:05:26.782816,612e4f6cebde4dd2d7c1afac,len9tndgqtyrkqv,1,,inanimate_moral
